User,Track,Rating
29,1,28
32,1,51
36,1,8
38,1,69
39,1,31
40,1,49
41,1,50
42,1,42
44,1,70
46,1,13
49,1,32
50,1,68
51,1,9
53,1,51
54,1,51
55,1,11
57,1,26
58,1,37
60,1,30
61,1,54
62,1,54
63,1,30
65,1,12
67,1,10
69,1,31
70,1,33
74,1,28
76,1,17
77,1,74
78,1,50
80,1,13
84,1,33
85,1,31
88,1,34
89,1,50
95,1,48
96,1,29
98,1,44
100,1,45
103,1,9
104,1,49
107,1,9
109,1,35
112,1,10
114,1,18
115,1,51
116,1,36
117,1,27
118,1,33
119,1,11
123,1,54
128,1,14
130,1,49
133,1,6
134,1,10
137,1,27
138,1,43
142,1,31
146,1,43
149,1,65
153,1,71
154,1,30
157,1,50
161,1,23
163,1,50
164,1,17
166,1,30
167,1,34
170,1,51
171,1,67
172,1,9
173,1,30
174,1,19
175,1,13
176,1,46
177,1,46
178,1,10
179,1,50
181,1,50
182,1,8
184,1,30
186,1,63
188,1,59
190,1,47
191,1,11
192,1,9
193,1,13
194,1,4
198,1,32
200,1,10
201,1,9
202,1,50
206,1,40
209,1,13
216,1,33
218,1,48
219,1,29
220,1,28
222,1,49
227,1,29
235,1,29
236,1,31
237,1,62
240,1,13
243,1,26
245,1,29
249,1,31
253,1,69
254,1,32
255,1,49
257,1,11
258,1,39
264,1,29
265,1,25
266,1,13
267,1,33
268,1,28
269,1,49
276,1,49
277,1,29
278,1,56
279,1,48
280,1,34
281,1,53
284,1,29
289,1,51
291,1,21
292,1,82
293,1,62
294,1,30
295,1,48
297,1,48
298,1,71
300,1,49
302,1,28
304,1,49
305,1,49
306,1,49
308,1,31
309,1,35
311,1,36
312,1,50
313,1,28
315,1,31
316,1,16
318,1,32
319,1,10
321,1,51
322,1,29
324,1,70
325,1,10
328,1,41
330,1,30
332,1,52
335,1,27
337,1,46
340,1,47
347,1,6
351,1,29
353,1,49
354,1,30
358,1,42
359,1,29
360,1,33
361,1,51
362,1,88
366,1,30
369,1,48
370,1,11
372,1,23
373,1,22
374,1,29
375,1,12
379,1,11
380,1,20
382,1,30
383,1,11
385,1,32
390,1,73
396,1,9
397,1,43
400,1,49
407,1,32
409,1,68
410,1,66
412,1,50
414,1,72
415,1,58
416,1,21
424,1,8
429,1,45
431,1,29
434,1,30
437,1,53
439,1,27
442,1,53
443,1,9
444,1,31
445,1,10
456,1,29
458,1,10
461,1,46
463,1,70
464,1,30
466,1,70
469,1,31
473,1,56
475,1,49
477,1,47
480,1,33
481,1,49
482,1,50
484,1,29
485,1,31
486,1,26
490,1,20
493,1,1
495,1,50
496,1,94
498,1,37
501,1,70
502,1,29
503,1,34
506,1,32
507,1,41
509,1,57
512,1,33
513,1,51
514,1,63
516,1,30
517,1,32
518,1,46
519,1,1
525,1,37
528,1,30
529,1,29
530,1,48
531,1,33
532,1,44
535,1,30
538,1,58
539,1,50
540,1,30
541,1,31
542,1,50
543,1,44
552,1,87
555,1,49
556,1,49
563,1,45
564,1,32
567,1,42
568,1,50
571,1,30
574,1,50
576,1,21
577,1,55
578,1,10
579,1,55
580,1,31
581,1,31
584,1,12
585,1,31
590,1,31
591,1,12
593,1,36
597,1,8
598,1,10
600,1,29
603,1,28
606,1,89
607,1,10
613,1,32
615,1,58
617,1,13
618,1,28
620,1,68
621,1,37
623,1,31
624,1,10
628,1,40
629,1,50
630,1,67
631,1,51
633,1,12
635,1,5
636,1,12
637,1,48
638,1,11
643,1,52
644,1,52
646,1,52
648,1,12
651,1,46
652,1,12
655,1,43
656,1,49
657,1,12
658,1,31
661,1,89
662,1,49
663,1,41
664,1,44
666,1,47
667,1,39
668,1,48
669,1,18
670,1,76
675,1,13
676,1,12
679,1,27
680,1,48
683,1,22
684,1,32
685,1,30
688,1,77
689,1,49
690,1,10
692,1,62
697,1,38
698,1,52
699,1,29
701,1,29
703,1,10
705,1,42
706,1,10
707,1,31
708,1,12
709,1,14
710,1,31
716,1,55
720,1,48
723,1,57
724,1,32
726,1,32
727,1,44
728,1,35
730,1,71
733,1,47
738,1,71
741,1,44
742,1,13
743,1,30
750,1,51
752,1,52
754,1,49
755,1,42
756,1,50
761,1,49
764,1,94
765,1,24
768,1,28
774,1,12
777,1,33
778,1,71
779,1,41
780,1,50
783,1,33
786,1,53
787,1,76
788,1,59
790,1,29
791,1,11
796,1,33
798,1,30
800,1,30
801,1,10
802,1,16
803,1,42
805,1,14
807,1,31
808,1,47
810,1,59
811,1,49
812,1,41
813,1,30
818,1,25
820,1,12
823,1,49
825,1,8
826,1,12
827,1,50
834,1,89
840,1,31
841,1,55
842,1,48
843,1,54
847,1,6
848,1,65
851,1,45
856,1,56
858,1,30
861,1,52
863,1,30
864,1,12
867,1,32
868,1,49
869,1,49
871,1,71
872,1,44
874,1,43
875,1,13
876,1,48
878,1,32
879,1,28
881,1,33
884,1,21
885,1,13
888,1,49
889,1,11
890,1,32
892,1,30
893,1,46
895,1,51
896,1,21
901,1,53
905,1,41
907,1,29
908,1,7
909,1,3
910,1,47
911,1,30
912,1,31
913,1,50
914,1,44
916,1,61
918,1,5
919,1,44
920,1,12
921,1,30
923,1,50
924,1,70
925,1,31
926,1,51
928,1,11
930,1,49
932,1,43
933,1,23
935,1,54
936,1,33
938,1,10
939,1,15
941,1,14
943,1,22
945,1,14
946,1,30
948,1,25
949,1,32
950,1,20
954,1,51
955,1,37
958,1,11
961,1,37
962,1,51
964,1,41
970,1,28
974,1,28
975,1,2
977,1,36
979,1,49
982,1,44
983,1,28
985,1,51
986,1,51
990,1,7
994,1,54
998,1,29
1000,1,48
1001,1,31
1003,1,69
1006,1,29
1009,1,51
1010,1,33
1014,1,46
1016,1,32
1019,1,68
1020,1,8
1023,1,30
1028,1,49
1033,1,42
1035,1,53
1037,1,57
1043,1,28
1044,1,52
1052,1,45
1053,1,29
1055,1,64
1057,1,51
1065,1,31
1068,1,48
1071,1,58
1075,1,30
1081,1,52
1082,1,3
1084,1,12
1086,1,49
1087,1,11
1089,1,29
1090,1,10
1091,1,10
1093,1,31
1094,1,26
1096,1,11
1098,1,70
1099,1,50
1103,1,59
1105,1,16
1110,1,55
1115,1,43
1116,1,48
1117,1,32
1118,1,32
1119,1,36
1121,1,29
1122,1,11
1125,1,29
1126,1,30
1129,1,40
1130,1,49
1132,1,50
1134,1,12
1135,1,10
1136,1,48
1137,1,30
1142,1,50
1150,1,31
1159,1,9
1160,1,91
1161,1,9
1162,1,48
1164,1,5
1169,1,54
1170,1,10
1171,1,12
1177,1,58
1180,1,51
1181,1,29
1182,1,70
1184,1,48
1187,1,50
1192,1,51
1194,1,57
1195,1,9
1199,1,11
1202,1,47
1203,1,31
1204,1,68
1205,1,46
1209,1,40
1210,1,64
1211,1,30
1215,1,49
1216,1,45
1218,1,70
1225,1,32
1227,1,29
1229,1,51
1232,1,48
1233,1,48
1235,1,33
1236,1,10
1238,1,12
1239,1,32
1242,1,88
1246,1,71
1247,1,30
1248,1,12
1249,1,28
1251,1,47
1254,1,43
1256,1,6
1257,1,67
1259,1,49
1266,1,38
1267,1,11
1268,1,34
1270,1,38
1272,1,75
1274,1,15
1276,1,16
1279,1,52
1281,1,56
1282,1,32
1283,1,59
1285,1,50
1287,1,13
1292,1,33
1294,1,13
1297,1,27
1299,1,32
1300,1,12
1301,1,13
1305,1,41
1308,1,55
1309,1,49
1310,1,56
1311,1,50
1314,1,55
1316,1,10
1317,1,56
1318,1,10
1319,1,29
1321,1,50
1328,1,54
1329,1,43
1334,1,28
1337,1,13
1339,1,34
1341,1,49
1342,1,11
1345,1,30
1347,1,30
1348,1,9
1350,1,9
1351,1,51
1353,1,31
1359,1,11
1360,1,41
1362,1,30
1366,1,40
1367,1,32
1369,1,31
1371,1,69
1372,1,8
1373,1,55
1375,1,70
1381,1,28
1383,1,64
1386,1,31
1390,1,50
1391,1,30
1393,1,23
1395,1,51
1396,1,2
1398,1,8
1399,1,31
1400,1,51
1402,1,31
1403,1,51
1404,1,44
1406,1,40
1408,1,46
1409,1,23
1412,1,31
1413,1,31
1416,1,49
1417,1,28
1420,1,48
1425,1,49
1427,1,63
1428,1,50
1429,1,38
1430,1,48
1432,1,19
1433,1,29
1434,1,52
1435,1,43
1436,1,8
1439,1,32
1442,1,54
1443,1,31
1445,1,31
1446,1,31
1447,1,31
1448,1,30
1449,1,6
1455,1,60
1456,1,28
1457,1,51
1460,1,33
1462,1,28
1468,1,29
1469,1,30
1471,1,29
1472,1,51
1473,1,11
1476,1,28
1477,1,52
1478,1,42
1479,1,60
1480,1,67
1481,1,29
1482,1,49
1483,1,55
1488,1,26
1489,1,13
1490,1,42
1491,1,49
1495,1,40
1496,1,53
1497,1,11
1498,1,40
1500,1,32
1502,1,15
1505,1,30
1507,1,17
1510,1,64
1511,1,91
1512,1,51
1513,1,50
1514,1,63
1515,1,48
1517,1,37
1518,1,29
1520,1,29
1521,1,32
1523,1,42
1524,1,51
1526,1,56
1528,1,45
1529,1,14
1530,1,9
1532,1,30
1535,1,29
1536,1,7
1538,1,55
1539,1,43
1542,1,71
1543,1,91
1544,1,49
1545,1,50
1546,1,29
1548,1,32
1549,1,29
1552,1,8
1555,1,48
1556,1,73
1557,1,22
1559,1,10
1560,1,12
1561,1,40
1562,1,12
1563,1,32
1565,1,52
1566,1,33
1570,1,48
1572,1,27
1573,1,48
1574,1,10
1580,1,5
1581,1,6
1582,1,37
1583,1,13
1584,1,48
1585,1,54
1587,1,48
1590,1,49
1591,1,11
1594,1,10
1597,1,8
1599,1,11
1608,1,47
1611,1,47
1614,1,42
1615,1,29
1616,1,49
1617,1,53
1618,1,30
1620,1,47
1621,1,23
1622,1,3
1626,1,52
1627,1,4
1629,1,49
1630,1,89
1631,1,28
1632,1,35
1634,1,31
1636,1,70
1637,1,58
1640,1,10
1643,1,53
1645,1,49
1646,1,42
1648,1,31
1649,1,24
1651,1,51
1652,1,30
1653,1,51
1654,1,38
1657,1,68
1663,1,30
1664,1,52
1666,1,71
1668,1,28
1671,1,14
1673,1,49
1676,1,41
1677,1,28
1680,1,50
1681,1,86
1684,1,8
1686,1,42
1688,1,19
1691,1,11
1692,1,68
1698,1,51
1700,1,10
1702,1,32
1705,1,15
1707,1,49
1710,1,3
1711,1,23
1712,1,40
1713,1,31
1714,1,41
1715,1,42
1716,1,30
1717,1,43
1718,1,30
1719,1,12
1720,1,49
1721,1,67
1722,1,53
1725,1,51
1728,1,20
1729,1,49
1731,1,41
1732,1,29
1736,1,17
1738,1,43
1740,1,25
1741,1,49
1742,1,50
1745,1,28
1747,1,55
1755,1,61
1760,1,32
1761,1,31
1762,1,28
1763,1,50
1764,1,40
1767,1,43
1769,1,19
1771,1,66
1773,1,28
1774,1,50
1775,1,33
1778,1,34
1779,1,51
1780,1,26
1781,1,9
1784,1,29
38386,1,34
38387,1,19
38389,1,33
38394,1,50
38396,1,67
38399,1,50
38400,1,29
38402,1,72
38403,1,16
38405,1,37
38406,1,12
38407,1,44
38408,1,6
38410,1,52
38419,1,28
38463,1,30
38466,1,12
38467,1,31
38468,1,52
38469,1,27
38470,1,33
38473,1,57
38474,1,52
38478,1,61
38489,1,26
38490,1,11
38495,1,46
38496,1,86
38497,1,70
38509,1,40
38510,1,26
38514,1,8
38519,1,48
38528,1,51
38531,1,52
38540,1,70
38541,1,58
38550,1,22
38553,1,35
38557,1,50
38558,1,32
38559,1,55
38572,1,38
38582,1,79
38588,1,12
38590,1,29
38596,1,63
38600,1,33
38603,1,21
38609,1,29
38610,1,31
38614,1,48
38616,1,41
38617,1,73
38626,1,90
38628,1,29
38639,1,88
38645,1,30
38654,1,8
38664,1,35
38666,1,35
38669,1,10
38671,1,5
38674,1,69
38675,1,51
38710,1,55
38713,1,49
38717,1,56
38718,1,68
38719,1,10
38722,1,62
38724,1,51
38727,1,68
38728,1,9
38730,1,50
38732,1,29
38733,1,51
38736,1,32
38738,1,61
38739,1,32
38741,1,59
38744,1,12
38745,1,47
38746,1,30
38747,1,57
38757,1,10
38758,1,13
38778,1,10
38779,1,11
38780,1,49
38785,1,64
38789,1,68
38790,1,39
38791,1,33
38793,1,46
38794,1,50
38812,1,10
38826,1,45
38827,1,58
38828,1,78
38829,1,34
38832,1,15
38836,1,30
38837,1,70
38838,1,30
38839,1,52
38841,1,32
38858,1,47
38859,1,44
38860,1,38
38862,1,12
38863,1,28
38864,1,42
38865,1,47
38867,1,56
38872,1,40
38890,1,73
38892,1,34
38893,1,52
38895,1,48
38896,1,31
38897,1,13
38898,1,10
38899,1,48
38900,1,44
38907,1,25
38908,1,100
38909,1,31
38911,1,14
38924,1,43
38935,1,48
38937,1,15
38942,1,30
38943,1,10
38944,1,31
38951,1,7
38953,1,49
38955,1,32
38957,1,30
38958,1,72
38974,1,32
38976,1,11
38978,1,49
38982,1,15
38984,1,10
38993,1,46
38994,1,10
39001,1,32
39004,1,54
39013,1,69
39017,1,38
39019,1,11
39021,1,46
39031,1,28
39036,1,52
39042,1,30
39044,1,50
39045,1,33
39049,1,49
39056,1,69
39067,1,90
39071,1,29
39094,1,12
39116,1,30
39117,1,33
39120,1,34
39126,1,55
39128,1,72
39129,1,48
39130,1,26
39134,1,52
39135,1,30
39138,1,20
39145,1,46
39146,1,24
39147,1,64
39154,1,66
39156,1,51
39157,1,31
39159,1,11
39160,1,11
39190,1,50
39197,1,10
39198,1,51
39205,1,12
39207,1,45
39208,1,66
39210,1,47
39211,1,51
39213,1,31
39214,1,43
39217,1,51
39229,1,49
39231,1,49
39232,1,39
39235,1,41
39236,1,27
39238,1,33
39240,1,13
39241,1,28
39243,1,56
39244,1,54
39245,1,31
39247,1,43
39268,1,28
39271,1,22
39272,1,26
39273,1,31
39275,1,31
39276,1,71
39277,1,14
39278,1,50
39283,1,34
39286,1,33
39287,1,13
39288,1,13
39290,1,11
39308,1,44
39309,1,70
39311,1,51
39312,1,59
39314,1,37
39315,1,12
39316,1,50
39317,1,17
39318,1,51
39320,1,28
39322,1,53
39326,1,28
39350,1,32
39351,1,29
39353,1,42
39354,1,1
39355,1,36
39358,1,32
39359,1,43
39369,1,50
39396,1,12
39415,1,9
39417,1,46
39418,1,43
39421,1,51
39425,1,10
39426,1,38
39428,1,46
39430,1,40
39432,1,27
39433,1,41
39448,1,50
39450,1,43
39453,1,49
39454,1,11
39455,1,33
39462,1,56
39473,1,12
39474,1,59
39476,1,45
39490,1,32
39502,1,58
39504,1,30
39510,1,35
39511,1,48
39512,1,51
39519,1,50
39521,1,31
39522,1,27
39527,1,44
39528,1,51
39543,1,5
39545,1,28
39570,1,51
39572,1,69
39573,1,30
39574,1,33
39577,1,28
39578,1,45
39583,1,45
39585,1,9
39587,1,12
39588,1,24
39589,1,54
39592,1,31
39593,1,70
39594,1,46
39595,1,33
39597,1,12
39599,1,52
39600,1,54
39603,1,62
39631,1,51
39632,1,31
39633,1,50
39634,1,10
39636,1,30
39637,1,53
39638,1,10
39639,1,10
39641,1,56
39646,1,33
39647,1,87
39648,1,7
39649,1,28
39651,1,69
39671,1,57
39677,1,30
39678,1,46
39682,1,27
39684,1,30
39685,1,48
39687,1,50
39688,1,11
39689,1,70
39690,1,51
39691,1,39
39692,1,35
39693,1,30
39694,1,32
39697,1,70
39698,1,49
39699,1,55
39700,1,29
39717,1,68
39721,1,56
39722,1,12
39726,1,51
39729,1,13
39731,1,47
39733,1,45
39737,1,52
39745,1,36
39746,1,27
39751,1,6
39755,1,45
39765,1,7
39766,1,50
39767,1,31
39768,1,55
39771,1,42
39783,1,52
39784,1,46
39786,1,30
39787,1,49
39788,1,29
39789,1,9
39792,1,18
39813,1,39
39815,1,50
39816,1,36
39819,1,10
39821,1,43
39822,1,31
39823,1,94
39851,1,72
39855,1,21
39856,1,39
39858,1,40
39859,1,51
39860,1,46
39862,1,32
39863,1,14
39865,1,29
39866,1,4
39872,1,56
39874,1,50
39880,1,44
39889,1,49
39897,1,51
39923,1,50
39931,1,31
39933,1,71
39934,1,48
39935,1,48
39936,1,75
39937,1,12
39938,1,37
39940,1,30
39941,1,33
39942,1,11
39943,1,7
39944,1,54
39946,1,66
39950,1,12
39970,1,62
39975,1,51
39976,1,72
39996,1,60
39997,1,10
39999,1,30
40000,1,64
40002,1,13
40003,1,31
40015,1,24
40017,1,40
40018,1,10
40019,1,48
40021,1,31
40022,1,31
40033,1,43
40034,1,51
40035,1,28
40037,1,72
40039,1,9
40041,1,50
40043,1,85
40044,1,64
40046,1,32
40048,1,9
